id,slug,title,url,sector_clean,sector_confidence,country_clean,country_confidence,year_clean,year_method,year_confidence,report_type_clean,type_note,type_confidence,assurance_clean,is_assured_raw,sroi_ratio_value,ratio_confidence,total_investment_raw,stakeholder_mentions,has_pdf,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,n_quality_flags
302,cost-benefit-analysis-for-a-minimum-standard-for-rental-housing,Reports Database:Cost benefit analysis for a minimum standard for rental housing,https://socialvalueuk.org/reports/cost-benefit-analysis-for-a-minimum-standard-for-rental-housing/,housing,MEDIUM,Australia,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"total costs of 
$653",0,1,1,5000,0,1,0,1,0,2,2,0,6,37.5,0
303,cost-benefit-analysis-for-crime-prevention-opportunity-costs-routine-savings-and-crime-externalities,"Reports Database:Cost-Benefit Analysis for Crime Prevention: Opportunity, Costs, Routine Savings and",https://socialvalueuk.org/reports/cost-benefit-analysis-for-crime-prevention-opportunity-costs-routine-savings-and-crime-externalities/,education,LOW,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,1,0,0,1,1,4,25.0,2
304,demonstrating-the-benefits-of-early-response-cash-ofr-work-in-the-sahel,Reports Database:Demonstrating the Benefits of Early Response: Cash for Work in the Sahel,https://socialvalueuk.org/reports/demonstrating-the-benefits-of-early-response-cash-ofr-work-in-the-sahel/,other,LOW,Unknown,NONE,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,0,0,1,0,0,4,25.0,1
305,measuring-impact-and-cost-benefit-a-sudanese-case-study,Reports Database:Measuring impact and cost benefit: a Sudanese case study,https://socialvalueuk.org/reports/measuring-impact-and-cost-benefit-a-sudanese-case-study/,housing,LOW,Unknown,NONE,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,0,0,1,0,0,4,25.0,1
306,cost-benefit-study-of-disaster-risk-mitigation-measures-in-three-islands-in-the-maldives,Reports Database:Cost-Benefit Study of Disaster Risk Mitigation Measures in Three Islands in the Mal,https://socialvalueuk.org/reports/cost-benefit-study-of-disaster-risk-mitigation-measures-in-three-islands-in-the-maldives/,housing,LOW,Unknown,NONE,2009,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,2,1,1,5000,1,1,0,0,0,1,0,1,4,25.0,3
307,disaster-preparedness-programmes-in-india-a-cost-benefit-analysis,Reports Database:Disaster preparedness programmes in India: A cost benefit analysis,https://socialvalueuk.org/reports/disaster-preparedness-programmes-in-india-a-cost-benefit-analysis/,housing,LOW,UK,MEDIUM,2004,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,0,1,0,1,0,1,0,1,4,25.0,2
308,cost-benefit-analysis-for-community-based-disaster-risk-reduction-in-kailali-nepal,Reports Database:Cost-Benefit Analysis for Community-Based Disaster Risk reduction in Kailali Nepal,https://socialvalueuk.org/reports/cost-benefit-analysis-for-community-based-disaster-risk-reduction-in-kailali-nepal/,education,MEDIUM,Nepal,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,0,0,0,1,0,1,4,25.0,2
309,social-cost-benefit-analysis-of-delhi-metro,Reports Database:Social Cost-Benefit Analysis of Delhi Metro,https://socialvalueuk.org/reports/social-cost-benefit-analysis-of-delhi-metro/,environment,LOW,India,HIGH,2006,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"Cost 
1995",1,1,1,5000,1,1,0,0,0,0,0,0,2,12.5,1
310,a-cost-benefit-analysis-of-deforestation-on-the-brazilian-amazon,Reports Database:A Cost-Benefit Analysis of Deforestation on the Brazilian Amazon,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-deforestation-on-the-brazilian-amazon/,environment,LOW,Unknown,NONE,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,0,0,0,2,12.5,1
311,a-cost-benefit-analysis-of-practical-actions-livelihood-centred-disaster-risj-reduction-project-in-nepal,Reports Database:A Cost-Benefit Analysis of Practical Action’s Livelihood-Centred Disaster Risk Redu,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-practical-actions-livelihood-centred-disaster-risj-reduction-project-in-nepal/,education,MEDIUM,UK,LOW,2011,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,2,1,1,5000,1,1,1,0,0,2,1,2,8,50.0,2
312,investing-in-communities-the-benefits-and-costs-of-building-resilience-for-food-security-in-malawi,Reports Database:Investing in Communities: The benefits and costs of building resilience for food se,https://socialvalueuk.org/reports/investing-in-communities-the-benefits-and-costs-of-building-resilience-for-food-security-in-malawi/,agriculture_food,MEDIUM,Unknown,NONE,2010,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"costs 

5.5",1,1,1,5000,2,1,0,0,0,1,2,2,8,50.0,1
313,a-cost-benefit-analysis-of-the-new-orleans-flood-protection-system,Reports Database:A Cost-Benefit Analysis of the New Orleans Flood Protection System,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-the-new-orleans-flood-protection-system/,environment,LOW,Unknown,NONE,2005,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,1,2,5,31.2,1
314,costs-and-benefits-of-flood-mitigation-in-the-lower-bagmati-basin-case-of-nepal-tarai-and-north-bihar,Reports Database:Costs and Benefits of Flood Mitigation in the Lower Bagmati Basin: Case of Nepal Ta,https://socialvalueuk.org/reports/costs-and-benefits-of-flood-mitigation-in-the-lower-bagmati-basin-case-of-nepal-tarai-and-north-bihar/,environment,LOW,Nepal,MEDIUM,2008,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,2,0,1,4,25.0,0
315,assessing-quality-and-cost-benefit-a-philippines-case-study,Reports Database:Assessing Quality and Cost Benefit: A Philippines Case Study,https://socialvalueuk.org/reports/assessing-quality-and-cost-benefit-a-philippines-case-study/,education,LOW,Philippines,MEDIUM,2008,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,0,0,1,0,1,5,31.2,2
316,mitigation-of-food-wastage-societal-costs-and-benefits,Reports Database:Mitigation of food wastage: Societal costs and benefits,https://socialvalueuk.org/reports/mitigation-of-food-wastage-societal-costs-and-benefits/,agriculture_food,MEDIUM,UK,LOW,2014,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,2,1,0,1,0,2,7,43.8,2
317,the-long-road-to-resilience-impact-and-cost-benefit-analysis-of-community-based-disaster-risk-reduction-in-bangladesh,Reports Database:The long road to resilience: Impact and cost-benefit analysis of community-based di,https://socialvalueuk.org/reports/the-long-road-to-resilience-impact-and-cost-benefit-analysis-of-community-based-disaster-risk-reduction-in-bangladesh/,arts_culture,MEDIUM,Bangladesh,MEDIUM,2005,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"Costs 	

 6.2",0,1,1,5000,1,1,0,0,0,2,0,2,6,37.5,0
318,pricing-the-priceless-cost-benefit-analysis-of-environmental-protection,Reports Database:Pricing the Priceless: Cost-Benefit Analysis of Environmental Protection,https://socialvalueuk.org/reports/pricing-the-priceless-cost-benefit-analysis-of-environmental-protection/,education,HIGH,USA,MEDIUM,2002,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,1,0,2,0,0,5,31.2,1
319,the-cost-benefit-analysis-of-the-preschool-curriculum-comparison-study,Reports Database:The Cost-Benefit Analysis of the Preschool Curriculum Comparison Study,https://socialvalueuk.org/reports/the-cost-benefit-analysis-of-the-preschool-curriculum-comparison-study/,education,HIGH,USA,MEDIUM,2010,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,1,0,0,0,0,2,12.5,0
320,partnerships-for-change-a-cost-benefit-analysis-of-self-help-groups-in-ethiopia,Reports Database:Partnerships for change: a cost benefit analysis of Self Help Groups in Ethiopia,https://socialvalueuk.org/reports/partnerships-for-change-a-cost-benefit-analysis-of-self-help-groups-in-ethiopia/,agriculture_food,LOW,UK,MEDIUM,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,1,0,1,0,0,5,31.2,2
321,evaluating-costs-and-benefits-of-flood-reduction-under-changing-climatic-conditions-a-pakistan-case-study,Reports Database:Evaluating Costs and Benefits of Flood Reduction under Changing Climatic Conditions,https://socialvalueuk.org/reports/evaluating-costs-and-benefits-of-flood-reduction-under-changing-climatic-conditions-a-pakistan-case-study/,environment,LOW,Nepal,MEDIUM,2008,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,2
322,fiji-technical-report-an-economic-analysis-of-flood-warning-in-navua-fiji,"Reports Database:Fiji Technical Report – An economic analysis of flood warning in Navua, Fiji",https://socialvalueuk.org/reports/fiji-technical-report-an-economic-analysis-of-flood-warning-in-navua-fiji/,other,LOW,Unknown,NONE,2008,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,costs of 2004,1,1,1,5000,0,1,2,1,0,1,2,0,7,43.8,3
323,samoa-technical-report-economic-analysis-of-flood-risk-reduction-measures-for-the-lower-vaisigano-catchment-area,Reports Database:Samoa Technical Report – Economic Analysis of Flood Risk Reduction Measures for the,https://socialvalueuk.org/reports/samoa-technical-report-economic-analysis-of-flood-risk-reduction-measures-for-the-lower-vaisigano-catchment-area/,education,MEDIUM,Unknown,NONE,2008,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,1,1,0,1,0,1,0,0,4,25.0,2
324,a-social-cost-benefit-analysis-of-the-rural-social-scheme,Reports Database:A Social Cost-Benefit Analysis of the Rural Social Scheme,https://socialvalueuk.org/reports/a-social-cost-benefit-analysis-of-the-rural-social-scheme/,arts_culture,MEDIUM,Unknown,NONE,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"COSTS 
10",0,1,1,5000,2,1,0,0,0,1,0,2,6,37.5,2
325,evaluating-costs-and-benefits-of-flood-reduction-under-changing-climatic-conditions-case-of-the-rohini-river-basin-india,Reports Database:Evaluating Costs and Benefits of Flood Reduction under Changing Climatic Conditions,https://socialvalueuk.org/reports/evaluating-costs-and-benefits-of-flood-reduction-under-changing-climatic-conditions-case-of-the-rohini-river-basin-india/,environment,MEDIUM,Nepal,MEDIUM,2008,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,5,1,1,5000,0,1,0,0,0,2,1,1,5,31.2,1
326,costs-and-benefits-of-early-warning-systems,Reports Database:Costs and benefits of early warning systems,https://socialvalueuk.org/reports/costs-and-benefits-of-early-warning-systems/,other,LOW,Unknown,NONE,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,0,0,0,0,0,0,0,0,0.0,0
327,recycling-cost-benefit-analysis,Reports Database:Recycling: Cost Benefit Analysis,https://socialvalueuk.org/reports/recycling-cost-benefit-analysis/,environment,LOW,New Zealand,HIGH,2007,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"Costs 

6.4",0,1,1,5000,1,1,1,1,0,1,1,0,6,37.5,3
328,assessing-the-costs-and-benefits-of-adaptation-options-an-overview-of-approaches,Reports Database:Assessing the Costs and Benefits of Adaptation Options: An Overview of Approaches,https://socialvalueuk.org/reports/assessing-the-costs-and-benefits-of-adaptation-options-an-overview-of-approaches/,environment,LOW,Australia,LOW,2009,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,0,1,0,0,0,2,1,2,6,37.5,1
329,standing-council-on-environment-and-water-cost-benefit-analysis-report,Reports Database:Standing Council on Environment and Water: Cost benefit analysis report,https://socialvalueuk.org/reports/standing-council-on-environment-and-water-cost-benefit-analysis-report/,arts_culture,MEDIUM,Australia,MEDIUM,2011,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,3,1,1,5000,2,1,1,1,0,2,1,0,8,50.0,3
330,stakeholder-focused-cost-benefit-analysis-in-the-water-sector,Reports Database:Stakeholder-focused cost-benefit analysis in the water sector,https://socialvalueuk.org/reports/stakeholder-focused-cost-benefit-analysis-in-the-water-sector/,environment,LOW,Bangladesh,MEDIUM,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"costs  

35",43,1,1,5000,2,1,1,0,0,1,2,0,7,43.8,2
331,assessing-the-social-costs-and-benefits-of-regulating-carbon-emissions,Reports Database:Assessing the Social Costs and Benefits of Regulating Carbon Emissions,https://socialvalueuk.org/reports/assessing-the-social-costs-and-benefits-of-regulating-carbon-emissions/,environment,MEDIUM,USA,MEDIUM,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,2,0,4,25.0,1
332,a-social-cost-benefit-analysis-of-an-electric-vehicle,Reports Database:A Social Cost-Benefit Analysis of an Electric Vehicle,https://socialvalueuk.org/reports/a-social-cost-benefit-analysis-of-an-electric-vehicle/,housing,LOW,Unknown,NONE,2011,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,2,4,25.0,1
333,a-social-cost-benefit-analysis-early-intervention-programs-to-assist-children-with-hearing-loss-develop-spoken-language,Reports Database:A social cost-benefit analysis: Early intervention programs to assist children with,https://socialvalueuk.org/reports/a-social-cost-benefit-analysis-early-intervention-programs-to-assist-children-with-hearing-loss-develop-spoken-language/,education,MEDIUM,Australia,HIGH,2011,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,1,0,0,1,0,0,5,31.2,2
334,the-economics-of-early-response-and-disaster-resilience-lessons-from-kenya-and-ethiopia,Reports Database:The Economics of Early Response and Disaster Resilience: Lessons from Kenya and Eth,https://socialvalueuk.org/reports/the-economics-of-early-response-and-disaster-resilience-lessons-from-kenya-and-ethiopia/,environment,LOW,UK,LOW,2012,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,1,0,1,1,1,6,37.5,4
335,uttar-pradesh-drought-cost-benefit-analysis,Reports Database:Uttar Pradesh Drought Cost-Benefit Analysis,https://socialvalueuk.org/reports/uttar-pradesh-drought-cost-benefit-analysis/,agriculture_food,MEDIUM,Nepal,MEDIUM,2008,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"costs

1",0,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,2
336,impact-assessment-a-report-on-the-woodcraft-folk-in-sctoland,Reports Database:Impact Assessment. A report on the Woodcraft Folk in Sctoland.,https://socialvalueuk.org/reports/impact-assessment-a-report-on-the-woodcraft-folk-in-sctoland/,youth,MEDIUM,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,2,1,0,0,0,0,0,2,5,31.2,0
337,managing-uncertainty-an-economic-evaluation-of-community-based-adaptation-in-dakoro-niger,Reports Database:Managing uncertainty: An economic evaluation of community-based adaptation in Dakor,https://socialvalueuk.org/reports/managing-uncertainty-an-economic-evaluation-of-community-based-adaptation-in-dakoro-niger/,environment,MEDIUM,Australia,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,2,0,1,0,2,1,2,8,50.0,2
338,forgotten-families-the-impact-of-isolation-on-families-with-disabled-children-across-the-uk,Reports Database:Forgotten Families: The impact of isolation on families with disabled children acro,https://socialvalueuk.org/reports/forgotten-families-the-impact-of-isolation-on-families-with-disabled-children-across-the-uk/,disability,MEDIUM,UK,MEDIUM,2011,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,0,0,0,0,0,0,2,12.5,1
339,greasy-palms-the-social-and-ecological-impacts-of-large-scale-oil-palm-plantation-development-in-southeast-asia,Reports Database:Greasy Palms: the social and ecological impacts of large-scale oil palm plantation ,https://socialvalueuk.org/reports/greasy-palms-the-social-and-ecological-impacts-of-large-scale-oil-palm-plantation-development-in-southeast-asia/,environment,MEDIUM,UK,HIGH,2005,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,3,1,1,5000,0,1,0,0,0,0,0,2,3,18.8,1
340,girls-friendly-society-annual-review-2013,Reports Database:Girls’ Friendly Society Annual Review 2013,https://socialvalueuk.org/reports/girls-friendly-society-annual-review-2013/,youth,MEDIUM,UK,HIGH,2013,title,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"Investments 11,586",0,1,1,5000,0,0,1,1,0,0,0,0,2,12.5,2
341,the-health-impacts-of-cold-homes-and-fuel-poverty,Reports Database:The Health Impacts of Cold Homes and Fuel Poverty,https://socialvalueuk.org/reports/the-health-impacts-of-cold-homes-and-fuel-poverty/,environment,LOW,UK,HIGH,2011,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,1,0,1,0,2,5,31.2,2
342,social-investment-scotland-our-social-impact-2,Reports Database:Social Investment Scotland: Our Social Impact,https://socialvalueuk.org/reports/social-investment-scotland-our-social-impact-2/,social_inclusion,MEDIUM,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,2
343,national-evaluation-of-flying-start-impact-report,Reports Database:National Evaluation of Flying Start: Impact Report,https://socialvalueuk.org/reports/national-evaluation-of-flying-start-impact-report/,education,MEDIUM,UK,MEDIUM,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,0,0,0,0,0,3,18.8,1
344,estimating-the-costs-of-child-poverty-in-2013,Reports Database:Estimating the costs of child poverty in 2013,https://socialvalueuk.org/reports/estimating-the-costs-of-child-poverty-in-2013/,employment,LOW,UK,MEDIUM,2013,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,cost £1.9,0,1,1,5000,0,1,1,0,0,1,1,0,4,25.0,2
345,estimating-the-costs-of-child-poverty,Reports Database:Estimating the costs of child poverty,https://socialvalueuk.org/reports/estimating-the-costs-of-child-poverty/,education,LOW,Unknown,NONE,2008,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,1,0,0,1,1,1,7,43.8,4
346,social-valuation-of-resident-support-services-newlon-fusion,Reports Database:Social valuation of resident support services Newlon Fusion,https://socialvalueuk.org/reports/social-valuation-of-resident-support-services-newlon-fusion/,community,MEDIUM,UK,MEDIUM,2012,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,8,1,1,5000,2,1,1,1,2,1,1,2,11,68.8,3
348,student-contributions-to-the-uk-economy,Reports Database:Student contributions to the UK economy,https://socialvalueuk.org/reports/student-contributions-to-the-uk-economy/,education,MEDIUM,UK,HIGH,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,1,0,1,4,25.0,3
349,building-bridges-an-evaluation-and-social-return-on-investment-study-of-the-le-cheile-restorative-justice-project-in-limerick,Reports Database:Building Bridges: An Evaluation and Social Return on Investment Study of the Le Ché,https://socialvalueuk.org/reports/building-bridges-an-evaluation-and-social-return-on-investment-study-of-the-le-cheile-restorative-justice-project-in-limerick/,justice,MEDIUM,Ireland,MEDIUM,2015,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,6,1,1,5000,1,1,1,0,0,1,2,2,8,50.0,2
350,investing-in-culture-and-community-the-social-return-on-investing-in-work-based-learning-at-the-museum-of-east-anglian-life,Reports Database:Investing in culture and community: The Social Return on Investing in work-based le,https://socialvalueuk.org/reports/investing-in-culture-and-community-the-social-return-on-investing-in-work-based-learning-at-the-museum-of-east-anglian-life/,arts_culture,MEDIUM,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,2,1,1,5000,1,1,1,1,2,1,0,2,9,56.2,3
351,making-a-difference-the-social-impact-of-brigade,Reports Database:Making a difference. The social impact of Brigade.,https://socialvalueuk.org/reports/making-a-difference-the-social-impact-of-brigade/,housing,MEDIUM,UK,MEDIUM,2011,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,1,1,1,0,0,2,2,2,9,56.2,1
352,alabama-legal-aid-social-return-on-investment,Reports Database:Alabama Legal Aid Social Return on Investment,https://socialvalueuk.org/reports/alabama-legal-aid-social-return-on-investment/,housing,LOW,UK,MEDIUM,2014,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"INVESTMENT 

884",0,1,1,5000,2,1,1,0,0,0,0,0,4,25.0,1
353,iniziative-di-microcredito-e-microfinanza-a-favore-delle-popolzioni-colpite-dal-sisma,Reports Database:Iniziative di microcredito e microfinanza a favore delle popolzioni colpite dal sis,https://socialvalueuk.org/reports/iniziative-di-microcredito-e-microfinanza-a-favore-delle-popolzioni-colpite-dal-sisma/,microfinance,MEDIUM,Unknown,NONE,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,1,0,0,0,0,0,0,0,1,6.2,1
354,the-local-food-programme-a-social-return-on-investment-approach,Reports Database:The Local Food programme: A Social Return on Investment Approach,https://socialvalueuk.org/reports/the-local-food-programme-a-social-return-on-investment-approach/,housing,LOW,UK,MEDIUM,2013,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,3,1,1,5000,1,2,1,1,2,2,2,2,13,81.2,2
355,football-foundation-sroi-analysis-and-extra-time,Reports Database:Football Foundation: SROI analysis and Extra Time,https://socialvalueuk.org/reports/football-foundation-sroi-analysis-and-extra-time/,sports,MEDIUM,UK,MEDIUM,2011,explicit_pattern,HIGH,Forecast,conflict_resolved,LOW,0,0,,N/A,,10,1,1,5000,2,2,2,1,0,1,0,2,10,62.5,2
356,survivors-manchester-sroi-report,Reports Database:Survivors Manchester SROI Report,https://socialvalueuk.org/reports/survivors-manchester-sroi-report/,other,LOW,UK,MEDIUM,2012,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"cost of £60,000",17,1,1,5000,2,1,1,0,0,2,0,0,6,37.5,0
357,sroi-evaluation-analysis-ahdaaf-project,Reports Database:SROI Evaluation Analysis “Ahdaaf” Project,https://socialvalueuk.org/reports/sroi-evaluation-analysis-ahdaaf-project/,housing,LOW,Unknown,NONE,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,25,1,1,5000,2,2,1,1,0,1,2,2,11,68.8,2
359,introduction-to-supported-employment,Reports Database:Introduction to Supported Employment,https://socialvalueuk.org/reports/introduction-to-supported-employment/,education,MEDIUM,Unknown,NONE,2010,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,2,1,1,5000,2,2,1,0,0,1,1,1,8,50.0,4
360,measuring-social-value-creation-at-saipems-karimun-island-fabrication-yard-in-indonesia,Reports Database:Measuring social value creation at Saipem’s Karimun Island fabrication yard in Indo,https://socialvalueuk.org/reports/measuring-social-value-creation-at-saipems-karimun-island-fabrication-yard-in-indonesia/,sports,MEDIUM,Indonesia,MEDIUM,2007,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,13,1,1,5000,2,2,1,1,0,0,1,1,8,50.0,3
361,region-of-waterloo-step-home-sroi-roll-up-report,Reports Database:Region of Waterloo STEP Home SROI Roll-Up Report,https://socialvalueuk.org/reports/region-of-waterloo-step-home-sroi-roll-up-report/,housing,HIGH,Canada,MEDIUM,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,4,1,1,5000,1,1,1,0,0,0,0,1,4,25.0,3
362,summary-and-extracts-from-edinburgh-leisures-social-return-on-investment,Reports Database:Summary and extracts from Edinburgh Leisure’s Social Return on Investment,https://socialvalueuk.org/reports/summary-and-extracts-from-edinburgh-leisures-social-return-on-investment/,sports,MEDIUM,UK,MEDIUM,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,1,1,1,0,0,1,0,1,5,31.2,4
363,an-sroi-report-from-the-social-resources-institute-in-china,Reports Database:An SROI report from the Social Resources Institute in China,https://socialvalueuk.org/reports/an-sroi-report-from-the-social-resources-institute-in-china/,other,LOW,UK,MEDIUM,2010,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,0,0,0,0,1,0,0,1,6.2,1
364,the-social-return-of-real-jobs-summary,Reports Database:The Social Return of Real Jobs Summary,https://socialvalueuk.org/reports/the-social-return-of-real-jobs-summary/,disability,LOW,UK,HIGH,2009,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,10,1,1,5000,1,1,1,1,0,1,0,1,6,37.5,4
365,womens-support-network-wsn-sroi-pilot-reports,Reports Database:Women’s Support Network (WSN): SROI Pilot Reports,https://socialvalueuk.org/reports/womens-support-network-wsn-sroi-pilot-reports/,housing,LOW,UK,LOW,2010,explicit_pattern,HIGH,Forecast,conflict_resolved,LOW,0,0,,N/A,investment of £1,9,1,1,5000,2,2,1,1,0,2,2,2,12,75.0,1
367,forecast-sroi-report-of-excited-ed-cic-activities,Reports Database:Forecast SROI Report of Excited-ed CIC Activities,https://socialvalueuk.org/reports/forecast-sroi-report-of-excited-ed-cic-activities/,other,LOW,Unknown,NONE,2013,explicit_pattern,HIGH,Forecast,keyword_match,MEDIUM,0,0,,N/A,,6,1,1,5000,2,2,0,2,2,1,0,0,9,56.2,1
368,foundation-east-sroi,Reports Database:Foundation East SROI,https://socialvalueuk.org/reports/foundation-east-sroi/,employment,MEDIUM,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,1,1,,N/A,"TOTAL INPUT

£4,860",14,1,1,5000,1,1,1,1,0,2,2,0,8,50.0,2
369,the-value-of-shoreditch-trusts-blue-marble-training-2,Reports Database:The Value of Shoreditch Trust’s Blue Marble Training,https://socialvalueuk.org/reports/the-value-of-shoreditch-trusts-blue-marble-training-2/,employment,LOW,Unknown,NONE,2010,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"Inputs  

188",9,1,1,5000,1,2,2,2,2,2,2,2,15,93.8,0
370,gentoo-living-young-persons-supported-housing-service-steps,Reports Database:Gentoo Living Young Persons Supported Housing Service – STEPS,https://socialvalueuk.org/reports/gentoo-living-young-persons-supported-housing-service-steps/,housing,MEDIUM,UK,MEDIUM,2014,explicit_pattern,HIGH,Forecast,keyword_match,MEDIUM,0,0,,N/A,,6,1,1,5000,2,2,1,1,2,2,2,2,14,87.5,2
