id,title,sector,sector_confidence,sector_flag,country,country_confidence,country_flag,year,year_method,year_confidence,year_flag,report_type,type_note,type_confidence,type_flag,sroi_ratio,ratio_confidence,ratio_flag,quality_pct,n_quality_flags,all_flags
278,Reports Database:Real Lettings Property Social Impact Report 2014/15,housing,HIGH,,UK,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,1,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
279,Reports Database:Bikespace Social Impact Report 2015,education,MEDIUM,,UK,MEDIUM,NARROW margin (1),2015,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,6.2,1,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental
280,Reports Database:POhWER Community Advocacy Impact Report,disability,MEDIUM,NARROW margin over health (score diff=1),UK,MEDIUM,NARROW margin (1),,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,2,SECTOR: NARROW margin over health (score diff=1) | COUNTRY: NARROW margin (1) | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
281,Reports Database:The Dame Kelly Holmes Trust Impact Report 2014/2015,housing,LOW,TIED between housing and employment — ambiguous,UK,LOW,TIED UK/Australia,2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,2,SECTOR: TIED between housing and employment — ambiguous | COUNTRY: TIED UK/Australia | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
282,Reports Database:Value in Private Equity – where social meets shareholder,education,MEDIUM,NARROW margin over housing (score diff=1),UK,MEDIUM,,2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,0,SECTOR: NARROW margin over housing (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found
283,Reports Database:Bromford Social Value Report 2015,employment,MEDIUM,NARROW margin over health (score diff=1),UK,MEDIUM,NARROW margin (1),2015,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,4,SECTOR: NARROW margin over health (score diff=1) | COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
284,Reports Database:Belu Impact Report 2015,environment,LOW,TIED between environment and social_inclusion — ambiguous,UK,HIGH,,2011,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,4,SECTOR: TIED between environment and social_inclusion — ambiguous | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
285,Reports Database:Achieving Schools Social Impact Assessment,education,LOW,TIED between education and arts_culture — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2015,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,SECTOR: TIED between education and arts_culture — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental
286,Reports Database:Accsys Technologies PLC Impact Report,housing,MEDIUM,NARROW margin over None (score diff=1),Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,SECTOR: NARROW margin over None (score diff=1) | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
287,Reports Database:The Aspen Intitute Alliance for Artisan Enterprise Impact repor,employment,LOW,TIED between employment and arts_culture — ambiguous,USA,MEDIUM,,2014,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,3,SECTOR: TIED between employment and arts_culture — ambiguous | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
288,Reports Database:MyBnk Impact Report 2013-14,education,MEDIUM,NARROW margin over youth (score diff=1),UK,MEDIUM,,2012,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,4,SECTOR: NARROW margin over youth (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
289,Reports Database:Key Fund Social Impact Report 2015,housing,LOW,TIED between housing and elderly — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2015,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,1,SECTOR: TIED between housing and elderly — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental
290,Reports Database:The Impact of Long-Term Engagement on Empowerment & Behaviour C,community,MEDIUM,NARROW margin over social_inclusion (score diff=1),UK,MEDIUM,,2009,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,5,SECTOR: NARROW margin over social_inclusion (score diff=1) | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
291,Reports Database:Social Impact Study Craft Employment Opportunities. A Report fo,employment,LOW,TIED between employment and arts_culture — ambiguous,UK,MEDIUM,,2015,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,2,SECTOR: TIED between employment and arts_culture — ambiguous | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
292,Reports Database:Shared Interest Social Accounts. For the year ended 30 Septembe,elderly,LOW,TIED between elderly and social_inclusion — ambiguous,UK,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,4,SECTOR: TIED between elderly and social_inclusion — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
293,Reports Database:Social Enterprise Kent Social Impact Report 2013-14,employment,MEDIUM,,UK,MEDIUM,NARROW margin (1),2013,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,4,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
294,Reports Database:Pilotlight Impact 2015,housing,LOW,TIED between housing and employment — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2014,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,3,SECTOR: TIED between housing and employment — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
295,Reports Database:School Home Support Impact Report 2014/15,education,HIGH,,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,3,COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
297,Reports Database:Enabling Enterprise Impact Report 2014,education,HIGH,,UK,MEDIUM,NARROW margin (1),2014,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,3,COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
298,Reports Database:SolarAid Impact Report Autumn 2015,environment,LOW,TIED between environment and housing — ambiguous,USA,LOW,TIED USA/Canada,2015,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,12.5,1,SECTOR: TIED between environment and housing — ambiguous | COUNTRY: TIED USA/Canada | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
299,Reports Database:Tottenham Hotspur Foundation 2014/15 Social Audit and Impact Re,education,LOW,TIED between education and youth — ambiguous,UK,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,3,SECTOR: TIED between education and youth — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
300,Reports Database:The value of return home interviews and follow-up support when ,housing,LOW,TIED between housing and youth — ambiguous,UK,MEDIUM,NARROW margin (1),2015,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,62.5,1,SECTOR: TIED between housing and youth — ambiguous | COUNTRY: NARROW margin (1) | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
301,Reports Database:Counting on uncertainty: The economic case for community based ,social_inclusion,MEDIUM,NARROW margin over environment (score diff=1),UK,LOW,TIED UK/Kenya,,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,50.0,4,SECTOR: NARROW margin over environment (score diff=1) | COUNTRY: TIED UK/Kenya | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
302,Reports Database:Cost benefit analysis for a minimum standard for rental housing,housing,MEDIUM,NARROW margin over employment (score diff=1),Australia,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,0,SECTOR: NARROW margin over employment (score diff=1) | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found
303,"Reports Database:Cost-Benefit Analysis for Crime Prevention: Opportunity, Costs,",education,LOW,TIED between education and justice — ambiguous,UK,MEDIUM,NARROW margin (1),,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,2,SECTOR: TIED between education and justice — ambiguous | COUNTRY: NARROW margin (1) | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
304,Reports Database:Demonstrating the Benefits of Early Response: Cash for Work in ,other,LOW,UNCLASSIFIED — manual review needed,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2013,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,1,SECTOR: UNCLASSIFIED — manual review needed | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
305,Reports Database:Measuring impact and cost benefit: a Sudanese case study,housing,LOW,TIED between housing and social_inclusion — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,1,SECTOR: TIED between housing and social_inclusion — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
306,Reports Database:Cost-Benefit Study of Disaster Risk Mitigation Measures in Thre,housing,LOW,TIED between housing and education — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2009,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,SECTOR: TIED between housing and education — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
307,Reports Database:Disaster preparedness programmes in India: A cost benefit analy,housing,LOW,TIED between housing and arts_culture — ambiguous,UK,MEDIUM,,2004,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,2,SECTOR: TIED between housing and arts_culture — ambiguous | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
308,Reports Database:Cost-Benefit Analysis for Community-Based Disaster Risk reducti,education,MEDIUM,,Nepal,MEDIUM,NARROW margin (1),,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,2,COUNTRY: NARROW margin (1) | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
309,Reports Database:Social Cost-Benefit Analysis of Delhi Metro,environment,LOW,TIED between environment and education — ambiguous,India,HIGH,,2006,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,12.5,1,SECTOR: TIED between environment and education — ambiguous | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental
310,Reports Database:A Cost-Benefit Analysis of Deforestation on the Brazilian Amazo,environment,LOW,TIED between environment and health — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,12.5,1,SECTOR: TIED between environment and health — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
311,Reports Database:A Cost-Benefit Analysis of Practical Action’s Livelihood-Centre,education,MEDIUM,NARROW margin over None (score diff=1),UK,LOW,TIED UK/Nepal,2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,50.0,2,SECTOR: NARROW margin over None (score diff=1) | COUNTRY: TIED UK/Nepal | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
312,Reports Database:Investing in Communities: The benefits and costs of building re,agriculture_food,MEDIUM,NARROW margin over environment (score diff=1),Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2010,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,50.0,1,SECTOR: NARROW margin over environment (score diff=1) | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
313,Reports Database:A Cost-Benefit Analysis of the New Orleans Flood Protection Sys,environment,LOW,TIED between environment and housing — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2005,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,1,SECTOR: TIED between environment and housing — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
314,Reports Database:Costs and Benefits of Flood Mitigation in the Lower Bagmati Bas,environment,LOW,TIED between environment and education — ambiguous,Nepal,MEDIUM,NARROW margin (1),2008,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,0,SECTOR: TIED between environment and education — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found
315,Reports Database:Assessing Quality and Cost Benefit: A Philippines Case Study,education,LOW,TIED between education and social_inclusion — ambiguous,Philippines,MEDIUM,NARROW margin (1),2008,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,2,SECTOR: TIED between education and social_inclusion — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
316,Reports Database:Mitigation of food wastage: Societal costs and benefits,agriculture_food,MEDIUM,NARROW margin over environment (score diff=1),UK,LOW,TIED UK/Australia,2014,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,2,SECTOR: NARROW margin over environment (score diff=1) | COUNTRY: TIED UK/Australia | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
317,Reports Database:The long road to resilience: Impact and cost-benefit analysis o,arts_culture,MEDIUM,NARROW margin over None (score diff=1),Bangladesh,MEDIUM,NARROW margin (1),2005,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,0,SECTOR: NARROW margin over None (score diff=1) | COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found
318,Reports Database:Pricing the Priceless: Cost-Benefit Analysis of Environmental P,education,HIGH,,USA,MEDIUM,,2002,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,1,YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental
319,Reports Database:The Cost-Benefit Analysis of the Preschool Curriculum Compariso,education,HIGH,,USA,MEDIUM,NARROW margin (1),2010,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,12.5,0,COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found
320,Reports Database:Partnerships for change: a cost benefit analysis of Self Help G,agriculture_food,LOW,TIED between agriculture_food and social_inclusion — ambiguous,UK,MEDIUM,NARROW margin (1),2013,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,2,SECTOR: TIED between agriculture_food and social_inclusion — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
321,Reports Database:Evaluating Costs and Benefits of Flood Reduction under Changing,environment,LOW,TIED between environment and social_inclusion — ambiguous,Nepal,MEDIUM,NARROW margin (1),2008,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,2,SECTOR: TIED between environment and social_inclusion — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
322,Reports Database:Fiji Technical Report – An economic analysis of flood warning i,other,LOW,UNCLASSIFIED — manual review needed,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2008,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,3,SECTOR: UNCLASSIFIED — manual review needed | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
323,Reports Database:Samoa Technical Report – Economic Analysis of Flood Risk Reduct,education,MEDIUM,,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2008,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,2,COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
324,Reports Database:A Social Cost-Benefit Analysis of the Rural Social Scheme,arts_culture,MEDIUM,,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,2,COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
325,Reports Database:Evaluating Costs and Benefits of Flood Reduction under Changing,environment,MEDIUM,NARROW margin over None (score diff=1),Nepal,MEDIUM,NARROW margin (1),2008,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,1,SECTOR: NARROW margin over None (score diff=1) | COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
